day,left_side,right_side,price_l,price_r,ratio,euclidian,correl_t1,correl_t2,correl_t3,beta_t1,interc_t1,pvalue_t1,half_t1,sprd_last_t1,sprd_mean_t1,sprd_sd_t1,beta_t2,interc_t2,pvalue_t2,half_t2,sprd_last_t2,sprd_mean_t2,sprd_sd_t2,beta_t3,interc_t3,pvalue_t3,half_t3,sprd_last_t3,sprd_mean_t3,sprd_sd_t3,econ_rel,MCap_Classe,Setor,Subsetor,Segmento,Diffs
2019-06-24,CESP6,YDUQ3,22.701471,28.644295,1.2617814501976545,8.216619880393768,0.7868416261701116,0.2807312204991171,0.6785100816925334,0.8750214666529265,-3.872454203894139,0.22283238537197958,46.83407282700123,1.5095521817550357,2.3750099109598465e-16,2.0888149439130967,0.2944483903808918,12.297784814725963,0.4545762969980993,134.40959072004443,1.9694196289286046,2.6351490434173287e-16,1.8059050926502058,0.3623870563837293,12.286660757951935,0.14195370039755584,8.771049486621148,0.03448849481090452,-5.30635648268718e-18,0.4354423912812416,0,Diff,Diff,Diff,Diff,4
2019-06-25,CESP6,YDUQ3,22.372219,27.523642,1.2302598146388608,8.252448820933486,0.787091781010013,0.2657781105600737,0.6665807794189329,0.8761025560403439,-3.883413711062988,0.2162894240430425,45.49675579857508,2.1420996033236097,-2.5182980700755308e-17,2.0907763357833002,0.2815976172221609,12.670555468248113,0.4480508147630212,139.51527724178976,1.9510715272760935,-3.250680974398179e-16,1.8058045729213523,0.33925130044060336,12.93377932090766,0.1835689845888243,8.114273202950583,0.10100833773073974,3.761910487981579e-18,0.41396613627668444,0,Diff,Diff,Diff,Diff,4
2019-06-26,CESP6,YDUQ3,21.79814,27.311104,1.2529098354263253,8.276583705989239,0.7872537946287995,0.24590322018747926,0.6345343184818252,0.8764606208755331,-3.878584153129447,0.22175039564325144,48.10502914693907,1.739616984493181,-2.112745742244293e-16,2.091200367513699,0.26369711084918834,13.173934014786003,0.5140290861236697,160.6624236420859,1.4223467663122844,2.433487439335025e-16,1.8015887530621695,0.3139347150549884,13.626246080110796,0.1644900326291613,7.905360703963069,-0.402009732187946,-2.550151929903155e-17,0.4048813306338772,0,Diff,Diff,Diff,Diff,4
2019-06-27,CESP6,YDUQ3,22.296238,28.026005,1.2569835772294862,8.280894542127731,0.7880990116517175,0.22689970804412093,0.6200977353079625,0.8761719233549375,-3.8554171066946004,0.22609122995128664,47.40762435355833,1.5960564018894952,2.3053867842515175e-16,2.087909522283223,0.24785012373016563,13.624780841689807,0.38320579415498024,140.68314993268376,1.725208351397953,4.018608362743592e-16,1.800524536595212,0.28736209445417377,14.364265165929426,0.2661685479948497,7.5408434399599,-0.12163866191256362,-4.210905712662138e-18,0.3810063974926222,0,Diff,Diff,Diff,Diff,4
2019-06-28,CESP6,YDUQ3,22.946301,28.016342,1.2209524315051914,8.31431923326224,0.7889220582237807,0.21006148877384156,0.60556507731679865,0.8775333953768295,-3.871187734824311,0.2206038554647418,46.62986762662088,2.2322130135258242,3.085639382893746e-17,2.088800403218695,0.23582660825192525,13.97741761503963,0.3201156689984804,124.10734032165192,2.361884475474408,3.2959052154168946e-16,1.8073230517893901,0.2836668872609524,14.483179035424035,0.22976796987012912,6.586521336777989,0.5158134369976823,2.095545958979983e-17,0.38406805897587853,0,Diff,Diff,Diff,Diff,4
2019-07-01,CESP6,YDUQ3,23.19957,27.388391,1.1805559758219655,8.179732783398766,0.7891866016136478,0.18097327932463012,0.5760208110214234,0.8790596191177247,-3.8864719506656713,0.23062344419896275,43.76837899969139,3.0100133899583503,1.3490944472671629e-17,2.0921780482676966,0.2108818899773049,14.68192043957844,0.21654970442440544,108.53787072010185,2.741933902904154,-2.1770085734118537e-16,1.8156349133216745,0.284539946342611,14.479536566451795,0.35431935331168785,6.368360365995927,0.9269421279977629,5.109844838924183e-18,0.40660849992238873,0,Diff,Diff,Diff,Diff,4
2019-07-02,CESP6,YDUQ3,22.84499,27.881092,1.2204466712395146,8.21189220823071,0.7899066166864595,0.15238085730552273,0.5741949164585509,0.8803222439540207,-3.9002380562303554,0.21457157052793502,45.116778309438196,2.2008825829018606,-1.8567786197465353e-16,2.093114571602715,0.1857642906994163,15.387476147955681,0.27354323591967566,146.8040583281044,2.2782025727391484,2.29472690849164e-16,1.8197298392620462,0.28506901650578964,14.479968098045996,0.20538370087703628,7.048664048197161,0.4169864264065656,-7.4571425423553e-18,0.4085885166660186,0,Diff,Diff,Diff,Diff,4
2019-07-03,CESP6,YDUQ3,23.224895,28.026005,1.2067225707586622,8.20193325092685,0.7906951026659932,0.1255895412868911,0.5625798468126306,0.8822539407630876,-3.9298894853717456,0.21312618667362837,44.142372484078,2.4287311302757453,-1.2971568263964172e-16,2.095600700022459,0.15909268611294974,16.141472794627937,0.1483061571402948,124.75943756195876,2.6246897889071095,2.0544330125993328e-16,1.824578408514549,0.2883517116090187,14.410910682867257,0.24990474993442735,6.706124254340401,0.7326378058198236,-1.5717678894522358e-17,0.4202522827399083,0,Diff,Diff,Diff,Diff,4
2019-07-04,CESP6,YDUQ3,23.596359,28.914799,1.2253924005818015,7.55020102421237,0.7920190505167549,0.11326507377448417,0.5738956915402375,0.884388351516617,-3.9675869647883992,0.21462254347024343,45.501534274806936,1.9920345427440689,9.333224297580766e-16,2.0972881487336057,0.148234475904112,16.471856579147858,0.12836837510376467,120.72556998353721,2.8383323452144023,7.938094626069869e-17,1.8338967057682096,0.3110402562489889,13.809042573351377,0.29112829998146356,7.011474714063144,0.7936499363006184,2.6419838539126773e-17,0.4360047400734044,0,Diff,Diff,Diff,Diff,4
2019-07-05,CESP6,YDUQ3,24.035362,29.214281,1.2154708133790537,6.986245686308355,0.7936619070283649,0.11220731785034371,0.6010812728828626,0.8866251616456428,-4.005619332793433,0.21438450758398106,45.006202827341845,2.138864718807203,3.5693670241698784e-17,2.098243027866687,0.14972968603553133,16.473896808091002,0.058829266415197874,97.66209467029228,3.187220070025214,6.088879400678593e-17,1.8470152190670415,0.3440722978649141,12.933079790669137,0.38403636289545284,6.691919103886213,1.0504574151895647,-3.2482697087665714e-18,0.46003147133091243,0,Diff,Diff,Diff,Diff,4
2019-07-08,CESP6,YDUQ3,24.060688,30.60544,1.2720101769325967,6.9502333992866,0.796010070684497,0.12691610658332875,0.6601677471621131,0.8868068779582139,-3.998828180420024,0.22109500878790794,46.10646465378118,0.9184014854825828,-1.3093606060499141e-16,2.095688079825367,0.1703426700419846,15.954733944746861,0.0846717754967056,114.74959911363851,2.8925416878433796,7.049916206369744e-18,1.859865832079545,0.37463452752299503,12.105250465061067,0.19701438092976442,7.311376276058193,0.48958298090555596,5.488231397121623e-18,0.46640931747068637,0,Diff,Diff,Diff,Diff,4
2019-07-10,CESP6,YDUQ3,24.069132,31.078817,1.29123131652608,6.947498693090941,0.7986110362896988,0.1438126295524312,0.7085406018966007,0.886142481990718,-3.9727720932724444,0.23419504745287034,47.24830546806426,0.5016440595571218,2.3558845846372023e-17,2.0922178717505817,0.1917879790112142,15.41211582075977,0.09670315210557685,123.87166426552758,2.6964726767508655,-3.8606270957863844e-16,1.868623986017325,0.3930173196165114,11.601013161973057,0.16165384798440702,7.239686743966474,0.2536054838348811,-5.96799085844646e-17,0.46759061179111927,0,Diff,Diff,Diff,Diff,4
2019-07-11,CESP6,YDUQ3,24.297075,30.827637,1.2687797605267301,6.669465800176589,0.8015497337077447,0.15446886309306204,0.7452085869749016,0.8864883582270492,-3.967720068019369,0.21075632337647363,48.254815939770445,0.9364537558699426,3.118516729572196e-16,2.0874203250031247,0.20723790567551703,15.032398409353563,0.10503913798375386,117.83386029976683,2.876021661841365,-4.415565135751365e-17,1.8789694628235787,0.4191849506944914,10.884709970036045,0.183709629678812,6.7427609183139765,0.4898835340912696,-4.288561693266413e-18,0.4731486881843613,0,Diff,Diff,Diff,Diff,4
